"customer_id","country_id","gender","join_date","age","contact_propensity","churn_flag"
"WR10054611",16,"M",2020-03-10,53,0.068192794359123,0
"WR10046405",12,"U",2019-09-02,75,0.372549019607843,NA
"WR10033770",1,"F",2020-03-22,53,0.0589201197720467,0
"WR10022468",16,"F",2020-02-07,44,0.0385395537525355,0
"WR10019464",16,"M",2020-05-22,47,0.0225055539457162,0
"WR10024005",1,"U",2019-11-13,52,0.0565053607649956,0
"WR10019022",1,"M",2016-09-30,53,0.197140925335652,1
"WR10011831",12,"F",2018-10-11,32,0.121124311793683,1
"WR10037261",16,"M",2019-10-03,70,0.0827779387617116,1
"WR10038507",7,"M",2020-05-14,36,0.374094465372356,NA
"WR10043819",12,"M",2020-05-23,51,0.0777552400270453,0
"WR10012095",4,"F",2018-01-28,38,0.0468463247367913,1
"WR10024937",12,"M",2019-06-19,40,0.0407611320390225,NA
"WR10000476",4,"U",2018-11-05,36,0.188061431469139,0
"WR10010034",1,"M",2019-10-19,31,0.156186612576065,1
"WR10025821",12,"F",2018-09-21,64,0.0906017579445571,1
"WR10036011",1,"M",2018-10-16,59,0.147783251231527,1
"WR10021621",16,"F",2020-06-15,53,0.214044238385009,0
"WR10019290",1,"M",2019-09-16,46,0.141987829614604,0
"WR10024001",1,"U",2020-06-05,69,0.23394185260311,0
"WR10051241",1,"M",2020-04-21,59,0.0818120351588911,0
"WR10051462",1,"U",2020-02-11,46,0.109340287839274,0
"WR10037599",1,"F",2020-05-06,38,0.107311890273351,0
"WR10049439",16,"F",2019-06-16,61,0.0747609388583019,0
"WR10056026",1,"F",2020-05-23,58,0.505167584275089,0
"WR10024057",16,"M",2020-03-02,50,0.222061238288419,0
"WR10016177",1,"F",2020-01-13,51,0.0971699024437361,0
"WR10050296",16,"F",2019-09-08,33,0.104510769825171,1
"WR10051777",12,"F",2019-09-08,48,0.219453298560804,0
"WR10012945",4,"M",2020-05-09,25,0.14082874529122,0
"WR10038970",16,"M",2018-03-30,63,0.0101419878296146,1
"WR10042208",16,"M",2020-02-15,49,0.0144885540423066,0
"WR10052384",12,"F",2018-11-21,39,0.0355452525837921,0
"WR10030729",1,"F",2020-06-11,50,0.4943494639235,0
"WR10022354",4,"M",2020-05-07,66,0.209021539650343,0
"WR10050214",7,"U",2020-03-27,36,0.274220032840722,0
"WR10029501",1,"M",2019-12-26,49,0.104220998744325,0
"WR10007407",16,"M",2019-11-27,27,0.568434270259828,1
"WR10029774",12,"F",2019-10-28,48,0.172220612382884,0
"WR10004236",16,"F",2020-04-30,40,0.0975562638848643,0
"WR10009542",7,"M",2020-03-24,36,0.218390804597701,0
"WR10014034",16,"F",2018-04-12,37,0.492031295276731,1
"WR10038459",1,"M",2019-06-27,57,0.539457162175215,NA
"WR10000447",16,"M",2020-04-04,36,0.0380566019511253,0
"WR10029586",1,"M",2018-05-08,50,0.0424997585240993,0
"WR10031204",16,"F",2019-06-12,57,0.122090215396503,1
"WR10011627",12,"M",2018-10-28,33,0.226214623780547,1
"WR10038679",12,"M",2020-06-13,29,0.205254515599343,0
"WR10049659",16,"M",2019-07-17,44,0.371969477446151,0
"WR10000750",12,"F",2020-01-23,36,0.0292668791654593,0
"WR10004067",16,"F",2020-02-05,26,0.0798802279532503,0
"WR10036706",16,"F",2019-03-25,54,0.0340963971795615,0
"WR10048129",1,"M",2020-05-14,48,0.201873852989472,0
"WR10011917",1,"M",2020-02-05,36,0.193663672365498,0
"WR10010628",16,"F",2019-11-02,34,0.207282913165266,1
"WR10050391",16,"F",2019-12-19,56,0.544866222351009,1
"WR10052572",12,"F",2018-02-06,50,0.267555297981261,1
"WR10025344",12,"F",2019-03-28,59,0.455326958369555,1
"WR10043619",1,"M",2020-01-20,40,0.237998647734956,0
"WR10049486",1,"F",2019-11-19,38,0.332367429730513,0
"WR10010812",4,"M",2019-02-01,39,0.250651984931904,0
"WR10056059",16,"F",2019-06-06,70,0.0457838307736888,0
"WR10020242",4,"M",2020-01-20,50,0.239254322418623,0
"WR10048387",1,"F",2019-09-30,46,0.62097942625326,0
"WR10032910",12,"F",2019-05-20,50,0.070510963005892,0
"WR10025769",7,"M",2020-02-10,20,0.171737660581474,1
"WR10054815",16,"F",2018-12-20,49,0.138220805563605,0
"WR10015200",16,"M",2020-03-11,55,0.0997778421713513,0
"WR10036684",7,"M",2019-08-01,64,0.199459093982421,1
"WR10012585",16,"F",2017-08-29,28,0.537042403168164,1
"WR10028471",12,"U",2020-04-06,57,0.298753984352362,0
"WR10011629",1,"M",2019-11-23,37,0.0116874335941273,NA
"WR10053238",1,"M",2020-01-15,22,0.458128078817734,0
"WR10054048",7,"M",2020-03-18,66,0.13657876943881,1
"WR10014343",12,"F",2020-05-06,50,0.0354486622235101,0
"WR10019349",12,"F",2019-05-30,50,0.214913551627548,0
"WR10022397",12,"F",2018-12-17,39,0.116584564860427,0
"WR10052020",12,"M",2020-05-19,51,0.14884574519463,0
"WR10043494",12,"M",2020-06-14,30,0.369458128078818,0
"WR10029765",16,"M",2019-07-22,46,0.198396600019318,0
"WR10032456",1,"M",2020-01-03,52,0.0587269390514827,0
"WR10037240",1,"M",2020-05-29,44,0.224572587655752,0
"WR10021302",1,"F",2019-03-23,65,0.149908239157732,1
"WR10021762",16,"M",2020-05-29,36,0.370617212402202,0
"WR10000147",1,"M",2020-04-20,36,0.179754660484884,0
"WR10044435",16,"M",2018-05-18,54,0.113397082971119,1
"WR10014573",1,"M",2019-12-24,53,0.410122669757558,NA
"WR10024290",16,"M",2020-02-18,45,0.0426929392446634,0
"WR10019356",1,"M",2019-01-04,55,0.236549792330725,1
"WR10022881",4,"M",2020-04-10,56,0.197913648217908,0
"WR10027567",1,"M",2020-04-27,54,0.42625325992466,0
"WR10004514",1,"M",2018-01-16,30,0.184680768859268,1
"WR10053872",7,"F",2019-04-23,60,0.245339515116391,1
"WR10012958",4,"M",2020-01-31,31,0.0408577223993046,0
"WR10037593",16,"M",2020-01-28,48,0.129334492417657,0
"WR10055714",4,"M",2019-09-13,49,0.38278759779774,0
"WR10043718",4,"F",2019-04-13,46,0.560900222157829,0
"WR10005463",16,"M",2019-08-22,26,0.024244180430793,1
"WR10024899",1,"U",2020-04-17,45,0.0845165652467884,NA
"WR10022991",4,"F",2020-03-09,58,0.324350429827103,0
"WR10040114",1,"M",2018-09-29,46,0.156476383656911,0
"WR10051210",1,"M",2020-03-11,51,0.072732541292379,0
"WR10056226",4,"F",2018-11-10,47,0.0488747223027142,NA
"WR10012215",16,"F",2020-06-13,35,0.164783154641167,0
"WR10048542",12,"F",2018-12-11,65,0.458321259538298,1
"WR10052767",16,"F",2020-05-18,29,0.120351588911427,0
"WR10027419",16,"F",2020-06-23,45,0.0821983966000193,0
"WR10012678",12,"M",2019-09-13,29,0.0788177339901478,1
"WR10043263",4,"M",2019-12-02,62,0.245339515116391,1
"WR10047501",4,"F",2020-05-13,46,0.0149715058437168,0
"WR10003079",12,"F",2020-02-19,28,0.26514053897421,0
"WR10014141",16,"M",2020-02-07,54,0.664831449821308,0
"WR10055253",16,"F",2019-09-24,55,0.227373708103931,1
"WR10019306",4,"F",2020-06-09,52,0.14884574519463,0
"WR10006186",1,"M",2020-05-20,33,0.395634115715252,NA
"WR10036219",1,"F",2020-05-31,55,0.0575678547280981,0
"WR10022413",1,"M",2020-01-24,43,0.151646865642809,NA
"WR10054927",1,"M",2019-04-04,23,0.0471360958176374,0
"WR10032597",4,"M",2019-02-21,39,0.37100357384333,0
"WR10017940",1,"M",2020-01-30,48,0.254612189703468,0
"WR10051306",12,"F",2020-06-14,47,0.218101033516855,0
"WR10051511",12,"F",2019-08-29,57,0.23867478025693,1
"WR10038849",1,"F",2015-11-03,43,0.0105283492707428,1
"WR10008686",12,"U",2020-03-22,33,0.0513860716700473,0
"WR10016459",12,"F",2019-08-27,55,0.130396986380759,1
"WR10055082",4,"M",2019-01-31,43,0.217811262436009,0
"WR10035026",16,"M",2019-10-15,29,0.0740848063363276,1
"WR10011460",16,"F",2020-06-10,28,0.296628996426157,0
"WR10001001",12,"M",2019-10-18,32,0.0825847580411475,1
"WR10021637",16,"M",2020-06-23,29,0.355549116198203,0
"WR10004816",4,"F",2019-11-19,32,0.353327537911716,1
"WR10006656",1,"F",2018-11-28,34,0.0835506616439679,NA
"WR10030779",4,"M",2018-04-17,43,0.193373901284652,1
"WR10056025",1,"F",2020-04-14,55,0.0793972761518401,NA
"WR10046030",1,"M",2019-12-18,54,0.311697092630156,0
"WR10055380",12,"M",2020-04-09,56,0.363855887182459,0
"WR10022231",1,"M",2019-04-03,29,0.234907756205931,1
"WR10022287",1,"M",2019-05-06,43,0.354872983676229,0
"WR10056083",16,"F",2020-04-29,50,0.0959142277600695,0
"WR10013238",4,"M",2020-04-17,30,0.254225828262339,0
"WR10047395",4,"F",2019-11-27,64,0.0408577223993046,0
"WR10025839",4,"F",2020-01-08,55,0.158504781222834,0
"WR10033338",16,"M",2015-05-16,44,0.0570849029266879,NA
"WR10050764",16,"F",2019-07-02,59,0.306384622814643,1
"WR10044570",16,"M",2019-06-12,60,0.215589684149522,1
"WR10031421",16,"M",2019-08-15,59,0.126823143050324,1
"WR10046813",1,"M",2020-02-01,36,0.316043658842847,0
"WR10025070",12,"M",2019-09-10,42,0.0892494929006085,0
"WR10022556",16,"M",2018-10-26,53,0.0554428668018932,0
"WR10042867",4,"F",2020-03-27,44,0.245339515116391,0
"WR10033604",1,"F",2020-03-25,53,0.210566985414856,NA
"WR10056103",12,"F",2020-01-12,46,0.0973630831643002,0
"WR10054784",12,"U",2020-01-23,50,0.190572780836473,0
"WR10047186",4,"F",2019-12-27,49,0.0878972278566599,0
"WR10036322",1,"F",2019-11-16,50,0.157732058340578,0
"WR10031982",4,"M",2018-11-06,40,0.235873659808751,0
"WR10046695",7,"F",2018-09-20,58,0.223606684052931,1
"WR10050609",12,"M",2019-11-07,56,0.0847097459673525,1
"WR10032266",4,"M",2020-06-09,31,0.109919830000966,0
"WR10003855",16,"M",2020-05-30,29,0.124504974403555,0
"WR10047215",16,"M",2018-10-22,53,0.0367043369071767,0
"WR10052174",1,"F",2020-06-08,51,0.0509997102289192,0
"WR10007376",7,"F",2018-09-27,21,0.7315753887762,1
"WR10052667",1,"F",2020-06-19,40,0.174925142470781,0
"WR10051023",7,"F",2020-04-09,43,0.063846228146431,0
"WR10012990",16,"M",2018-05-04,29,0.164493383560321,NA
"WR10020245",1,"F",2020-04-12,63,0.120061817830581,0
"WR10023973",4,"M",2020-04-27,55,0.315657297401719,0
"WR10049585",4,"M",2019-12-29,50,0.140732154930938,0
"WR10026507",7,"M",2019-11-21,41,0.182942142374191,1
"WR10009012",4,"M",2019-11-14,32,0.0586303486912006,1
"WR10050061",1,"M",2019-09-24,41,0.23249299719888,NA
"WR10048858",16,"M",2019-12-01,40,0.111368685405197,0
"WR10019616",4,"F",2020-03-09,57,0.090215396503429,0
"WR10049615",16,"M",2020-02-12,62,0.235873659808751,0
"WR10004801",16,"F",2020-05-04,34,0.109243697478992,0
"WR10049510",4,"F",2019-10-13,38,0.143629865739399,0
"WR10034633",12,"F",2018-04-30,40,0.2296918767507,1
"WR10000571",7,"M",2019-03-09,33,0.223316912972085,1
"WR10019065",1,"M",2020-03-22,45,0.00608519269776876,0
"WR10029870",1,"M",2019-03-25,44,0.181106925528832,0
"WR10007370",4,"F",2020-04-30,31,0.195305708490293,0
"WR10030424",1,"F",2020-06-02,56,0.311310731189027,0
"WR10020020",4,"F",2019-12-10,48,0.0730223123732252,NA
"WR10011783",1,"F",2020-01-22,34,0.0315850478122283,0
"WR10014007",12,"F",2020-05-30,36,0.287935864000773,0
"WR10035727",12,"M",2018-11-04,42,0.100067613252197,0
"WR10001769",12,"F",2020-06-03,32,0.163624070317782,0
"WR10053233",16,"F",2020-06-14,48,0.156186612576065,NA
"WR10029682",1,"F",2019-12-09,40,0.0130396986380759,0
"WR10004607",1,"F",2019-05-16,30,0.100453974693326,1
"WR10013125",4,"M",2019-11-30,32,0.261856466724621,1
"WR10024097",1,"M",2017-08-03,48,0.0256930358350237,NA
"WR10037166",4,"M",2019-11-29,63,0.114169805853376,1
"WR10017719",1,"F",2020-03-01,49,0.113590263691684,NA
"WR10001792",4,"F",2019-10-08,30,0.141698058533758,1
"WR10007402",4,"F",2019-08-16,30,0.0778518303873273,1
"WR10013984",16,"M",2018-08-23,35,0.0934028783927364,0
"WR10005801",4,"F",2019-05-27,40,0.152322998164783,0
"WR10008873",12,"F",2019-06-30,25,0.121510673234811,1
"WR10000190",16,"F",2020-06-25,33,0.0698348304839177,0
"WR10017984",1,"M",2019-09-21,37,0.268231430503236,0
"WR10035370",12,"M",2020-03-07,49,0.0763063846228147,0
"WR10031025",1,"M",2020-02-10,64,0.0530281077948421,0
"WR10007259",1,"F",2018-11-01,37,0.442770211532889,0
"WR10030728",4,"M",2019-11-29,63,0.238095238095238,1
"WR10006060",16,"M",2019-06-26,27,0.201197720467497,1
"WR10000748",7,"M",2017-03-21,29,0.141504877813194,1
"WR10046110",16,"F",2020-05-16,51,0.169999034096397,0
"WR10044625",4,"M",2020-02-25,36,0.300299430116874,0
"WR10040666",12,"F",2019-01-08,55,0.130879938182169,NA
"WR10035636",16,"M",2020-03-07,49,0.114459576934222,0
"WR10017965",12,"M",2020-05-31,61,0.45271901864194,1
"WR10016682",1,"F",2019-03-21,48,0.164107022119192,NA
"WR10014214",12,"F",2020-02-10,42,0.0835506616439679,0
"WR10014635",4,"M",2019-12-08,26,0.372452429247561,1
"WR10043228",4,"F",2020-01-02,61,0.10682893847194,0
"WR10028567",7,"M",2017-08-09,43,0.12382884188158,NA
"WR10004598",16,"M",2019-08-10,29,0.216652178112624,1
"WR10011454",1,"M",2018-07-23,30,0.0645223606684053,0
"WR10056121",1,"M",2019-10-08,50,0.0488747223027142,0
"WR10032682",12,"F",2017-09-10,61,0.257413310151647,1
"WR10026979",1,"F",2020-06-08,56,0.318651598570463,0
"WR10025953",4,"F",2020-06-07,53,0.156476383656911,0
"WR10013256",4,"M",2020-03-06,36,0.0217328310634599,0
"WR10010958",4,"M",2020-05-16,31,0.0627837341833285,0
"WR10032730",16,"F",2017-10-21,48,0.37805467014392,1
"WR10020573",16,"F",2019-07-04,52,0.046363372935381,0
"WR10054057",4,"F",2019-05-15,66,0.411281754080943,1
"WR10018360",16,"M",2020-04-09,49,0.101033516855018,0
"WR10027550",1,"F",2019-12-09,58,0.193470491644934,1
"WR10014323",1,"F",2020-05-04,55,0.217907852796291,0
"WR10045381",1,"M",2019-10-25,48,0.460156476383657,0
"WR10026826",16,"M",2019-05-11,62,0.784410315850478,1
"WR10035092",1,"M",2020-05-22,60,0.0668405293151743,0
"WR10032233",16,"M",2019-10-19,56,0.146720757268425,1
"WR10014371",1,"F",2017-05-26,63,0.0490679030232783,1
"WR10015750",4,"M",2020-01-24,54,0.114169805853376,0
"WR10000315",12,"F",2019-11-13,35,0.183811455616729,0
"WR10015309",1,"M",2019-12-16,50,0.35207186322805,NA
"WR10020567",12,"F",2020-05-15,38,0.188351202549985,0
"WR10042062",12,"M",2019-12-14,45,0.0169999034096397,0
"WR10004858",1,"M",2020-05-13,32,0.208828358929779,0
"WR10041437",1,"M",2020-05-14,39,0.0299430116874336,NA
"WR10019365",12,"M",2020-04-02,43,0.196754563894523,0
"WR10037453",4,"M",2018-09-12,60,0.0412440838404327,1
"WR10037212",4,"M",2019-04-20,63,0.0278180237612286,NA
"WR10016710",1,"U",2020-01-12,44,0.23297594900029,0
"WR10040264",4,"M",2019-11-27,31,0.189123925432242,1
"WR10014754",1,"F",2019-10-10,65,0.31758910460736,1
"WR10042994",1,"F",2020-05-20,53,0.0757268424611224,0
"WR10014411",7,"M",2020-01-21,53,0.164493383560321,0
"WR10013477",16,"F",2018-11-19,33,0.0094658553076403,1
"WR10035434",1,"F",2020-06-16,42,0.280788177339901,0
"WR10056324",4,"M",2020-06-05,55,0.137931034482759,0
"WR10031358",1,"M",2020-02-09,46,0.158118419781706,0
"WR10011329",4,"F",2019-09-10,31,0.0386361441128175,0
"WR10038927",4,"F",2020-01-22,48,0.00975562638848643,0
"WR10011857",12,"F",2020-01-02,32,0.024147590070511,0
"WR10035235",7,"M",2018-07-09,48,0.28735632183908,1
"WR10040285",1,"M",2020-01-10,39,0.0762097942625326,0
"WR10017043",4,"M",2019-09-06,59,0.117357287742683,1
"WR10048737",1,"F",2019-10-14,51,0.191925045880421,0
"WR10042636",7,"M",2019-09-23,47,0.323191345503719,1
"WR10024591",7,"M",2020-03-21,54,0.0103351685501787,0
"WR10031321",1,"U",2020-05-20,49,0.0332270839370231,0
"WR10047814",4,"M",2020-01-03,45,0.092436974789916,0
"WR10015777",1,"U",2020-05-29,49,0.328503815319231,0
"WR10009659",16,"M",2020-05-24,38,0.323094755143437,0
"WR10010807",4,"M",2018-03-10,32,0.150004829518014,1
"WR10056136",4,"M",2019-02-01,59,0.18429440741814,1
"WR10006350",4,"M",2020-06-29,43,0.0933062880324544,0
"WR10038392",12,"M",2019-08-22,24,0.203032937312856,NA
"WR10020490",1,"M",2019-03-12,36,0.239544093499469,0
"WR10027799",4,"U",2019-12-02,37,0.128271998454554,0
"WR10010213",1,"F",2020-05-11,35,0.23249299719888,0
"WR10043254",4,"F",2020-05-19,37,0.0469429150970733,0
"WR10043984",4,"U",2018-07-01,58,0.420554428668019,1
"WR10051794",4,"F",2019-09-29,56,0.00376702405099971,0
"WR10021113",1,"M",2020-01-18,27,0.0173862648507679,0
"WR10042058",4,"M",2019-09-16,53,0.143726456099681,NA
"WR10052388",12,"M",2020-06-04,54,0.405679513184584,0
"WR10048570",16,"M",2019-02-08,63,0.308026658939438,1
"WR10049605",1,"M",2018-03-01,57,0.564184294407418,1
"WR10008554",7,"F",2020-02-14,32,0.304163044528156,1
"WR10033812",4,"M",2020-04-13,79,0.123732251521298,0
"WR10054339",12,"M",2018-10-08,53,0.0348691200618178,0
"WR10037715",12,"M",2019-05-17,57,0.221288515406162,1
"WR10039280",16,"M",2020-05-25,34,0.12759586593258,0
"WR10037961",12,"M",2019-11-13,52,0.269004153385492,0
"WR10029898",1,"M",2020-02-29,57,0.146720757268425,0
"WR10041455",4,"M",2020-05-10,36,0.0959142277600695,0
"WR10032593",4,"F",2020-01-08,53,0.200811359026369,0
"WR10037889",4,"F",2019-02-16,62,0.292089249492901,1
"WR10031167",4,"M",2020-03-28,49,0.0624939631024824,0
"WR10045172",12,"F",2018-08-27,22,0.121607263595093,1
"WR10045911",16,"M",2019-05-06,41,0.279242731575389,0
"WR10009808",16,"M",2019-01-11,39,0.0267555297981261,0
"WR10042283",16,"M",2015-05-17,53,0.45841784989858,1
"WR10011729",12,"U",2019-03-18,31,0.101516468656428,1
"WR10033276",16,"F",2017-04-27,49,0.170288805177243,1
"WR10012611",1,"M",2019-12-20,38,0.0640394088669951,0
"WR10011741",4,"F",2019-12-26,23,0.493190379600116,1
"WR10012957",16,"M",2018-10-21,30,0.0464599632956631,0
"WR10055158",16,"M",2018-11-04,62,0.355066164396793,1
"WR10049745",16,"F",2018-11-29,53,0.556167294504008,0
"WR10000234",16,"F",2020-03-15,30,0.22399304549406,0
"WR10054289",16,"F",2019-09-07,54,0.0139090118806143,0
"WR10037093",12,"M",2020-04-21,45,0.0291702888051772,0
"WR10032173",12,"M",2020-01-23,53,0.102578962619531,0
"WR10049754",16,"F",2016-03-29,50,0.112817540809427,1
"WR10024033",16,"M",2020-05-16,39,0.0576644450883802,0
"WR10009082",4,"M",2019-04-03,40,0.19752728677678,0
"WR10040659",1,"F",2019-04-13,37,0.224669178016034,0
"WR10040005",16,"M",2020-04-04,44,0.251811069255288,NA
"WR10023739",1,"M",2020-05-15,49,0.113397082971119,0
"WR10033831",16,"M",2019-09-27,19,0.0580508065295084,1
"WR10038088",16,"M",2019-07-08,40,0.237902057374674,0
"WR10048433",4,"F",2019-12-27,45,0.231140732154931,0
"WR10036382",12,"F",2020-05-09,26,0.33555491161982,0
"WR10025487",16,"F",2020-03-24,45,0.352747995750024,0
"WR10046369",1,"M",2020-04-17,55,0.225248720177726,0
"WR10005045",12,"M",2019-04-30,26,0.166038829324833,1
"WR10042332",1,"F",2020-04-30,44,0.0431758910460736,0
"WR10049856",12,"F",2020-04-17,50,0.188061431469139,0
"WR10041279",4,"F",2020-04-17,41,0.135516275475708,0
"WR10015876",12,"U",2020-04-18,56,0.360764995653434,0
"WR10047136",16,"M",2020-02-24,61,0.223220322611803,0
"WR10027424",16,"F",2019-12-10,37,0.168646769052449,0
"WR10042912",1,"F",2019-02-06,48,0.0938858301941466,0
"WR10002564",16,"F",2019-04-03,33,0.0226021443059983,0
"WR10016248",16,"M",2019-12-23,60,0.112141408287453,0
"WR10044255",1,"M",2020-05-10,50,0.234135033323674,0
"WR10030601",1,"F",2019-12-30,48,0.0911813001062494,NA
"WR10003866",16,"M",2020-06-14,36,0.171930841302038,0
"WR10047605",16,"M",2020-04-10,77,0.0966869506423259,0
"WR10056262",4,"M",2019-12-28,57,0.213078334782189,1
"WR10008703",12,"M",2020-01-30,31,0.0684825654399691,0
"WR10045240",7,"F",2019-10-01,45,0.0901188061431469,1
"WR10004838",4,"M",2020-03-16,31,0.104607360185453,0
"WR10012591",16,"F",2018-10-14,39,0.441900898290351,0
"WR10046391",12,"M",2019-12-29,52,0.379406935187868,0
"WR10015850",12,"F",2018-01-08,31,0.0259828069158698,1
"WR10016396",12,"F",2019-08-28,65,0.124794745484401,1
"WR10021139",16,"M",2020-01-28,52,0.220129431082778,0
"WR10038299",16,"M",2019-11-09,34,0.320390225055539,1
"WR10014416",7,"M",2019-09-22,60,0.0327441321356129,1
"WR10053136",16,"M",2019-06-13,53,0.248237225924853,0
"WR10034691",4,"F",2020-03-10,48,0.242248623587366,0
"WR10001067",4,"M",2020-02-03,25,0.0248237225924853,0
"WR10027118",16,"M",2019-08-13,51,0.366946778711485,0
"WR10032728",4,"F",2020-02-17,48,0.219163527479958,0
"WR10004437",16,"F",2019-10-28,25,0.0953346855983773,0
"WR10053082",12,"F",2020-05-10,49,0.0222157828648701,0
"WR10040355",16,"M",2019-05-18,48,0.359509320969767,0
"WR10003274",12,"F",2020-05-24,34,0.248237225924853,0
"WR10028663",12,"M",2019-12-21,57,0.218487394957983,1
"WR10007066",12,"M",2019-12-06,24,0.168936540133295,1
"WR10024176",7,"F",2020-03-05,56,0.0237612286293828,1
"WR10018493",1,"M",2018-11-22,48,0.0579542161692263,NA
"WR10023419",4,"F",2020-04-11,67,0.112817540809427,0
"WR10049346",16,"M",2020-05-01,47,0.102385781898966,0
"WR10016636",4,"F",2020-04-13,53,0.15782864870086,0
"WR10001528",1,"F",2019-01-10,27,0.0161305901671013,1
"WR10017139",1,"F",2018-01-08,56,0.161016130590167,1
"WR10030703",12,"M",2020-03-30,47,0.185163720660678,NA
"WR10008174",16,"M",2020-05-25,34,0.116198203419299,0
"WR10034757",1,"U",2020-02-12,40,0.0561189993238675,0
"WR10009606",1,"M",2020-04-12,36,0.187964841108857,0
"WR10035678",12,"M",2020-03-28,57,0.0852892881290447,0
"WR10024759",16,"M",2019-10-01,43,0.0565053607649956,0
"WR10018292",12,"F",2019-03-01,58,0.477832512315271,1
"WR10048171",1,"M",2018-09-14,42,0.396406838597508,0
"WR10046862",7,"U",2018-06-07,45,0.224669178016034,1
"WR10031765",1,"M",2018-07-26,57,0.141601468173476,1
"WR10025221",4,"U",2019-11-29,48,0.0604655655365594,NA
"WR10020382",12,"M",2020-05-31,48,0.0769825171447889,0
"WR10035950",16,"F",2019-10-09,47,0.0522553849125857,0
"WR10014125",12,"M",2020-01-18,58,0.160339998068193,0
"WR10028704",1,"F",2019-10-07,38,0.137641263401912,0
"WR10020359",7,"F",2020-05-10,54,0.401139766251328,0
"WR10044454",12,"F",2020-05-06,62,0.363276345020767,0
"WR10028549",12,"M",2020-02-04,56,0.0257896261953057,0
"WR10035848",12,"U",2020-04-04,42,0.0305225538491259,0
"WR10047013",1,"M",2020-04-29,53,0.00801699990340964,0
"WR10013167",16,"F",2019-03-23,28,0.044045204288612,0
"WR10051256",1,"F",2018-08-05,60,0.488554042306578,1
"WR10045380",1,"F",2020-01-03,54,0.0839370230850961,0
"WR10029747",12,"F",2020-04-10,31,0.0538974210373805,0
"WR10011714",7,"M",2020-06-30,27,0.248430406645417,1
"WR10014127",4,"M",2017-12-20,69,0.231430503235777,1
"WR10013276",4,"M",2019-04-26,29,0.278180237612286,1
"WR10020400",4,"M",2020-04-09,42,0.263884864290544,0
"WR10002775",1,"M",2018-07-20,30,0.0764029749830967,1
"WR10007098",1,"F",2020-04-16,35,0.432048681541582,0
"WR10053276",1,"F",2018-11-01,55,0.198589780739882,1
"WR10013378",1,"M",2017-09-11,24,0.217521491355163,1
"WR10023083",1,"F",2019-11-27,45,0.66067806432918,0
"WR10028657",1,"F",2020-06-10,52,0.0632666859847387,0
"WR10050595",16,"F",2018-11-25,36,0.103931227663479,0
"WR10046783",12,"M",2019-12-08,57,0.0937892398338646,1
"WR10034188",4,"M",2018-11-23,51,0.235390708007341,0
"WR10045004",16,"M",2019-08-03,45,0.251231527093596,0
"WR10032303",4,"F",2020-06-21,56,0.0979426253259925,0
"WR10053411",12,"M",2020-01-19,56,0.101226697575582,0
"WR10028057",16,"M",2019-08-16,53,0.0966869506423259,0
"WR10039145",4,"M",2019-12-04,48,0.0990051192890949,0
"WR10044701",1,"M",2020-04-04,57,0.385202356804791,NA
"WR10055262",16,"M",2020-04-21,48,0.103641456582633,0
"WR10045617",4,"M",2020-03-10,52,0.14981164879745,0
"WR10031882",4,"M",2020-02-24,34,0.0889597218197624,0
"WR10026408",4,"F",2019-04-22,57,0.010914710711871,1
"WR10023012",16,"M",2019-10-17,34,0.242055442866802,1
"WR10005754",16,"F",2017-06-27,30,0.0851926977687627,1
"WR10029383",1,"F",2019-03-30,44,0.164300202839757,0
"WR10000892",1,"F",2017-06-28,30,0.178981937602627,1
"WR10002146",16,"M",2020-04-15,28,0.190862551917319,0
"WR10041408",4,"F",2019-08-02,47,0.27315753887762,0
"WR10051129",12,"M",2020-07-01,53,0.175118323191345,0
"WR10031043",12,"M",2020-03-08,48,0.144885540423066,NA
"WR10007934",16,"M",2020-04-15,34,0.470105283492707,0
"WR10020775",12,"M",2019-10-30,60,0.303003960204772,1
"WR10032858",4,"M",2019-07-08,55,0.0882835892977881,NA
"WR10003947",1,"M",2020-05-16,32,0.0716700473292765,0
"WR10021019",4,"M",2019-06-22,37,0.124601564763837,NA
"WR10002263",1,"M",2019-08-26,26,0.179754660484884,1
"WR10030099",12,"F",2020-03-14,51,0.166135419685115,0
"WR10032169",1,"M",2020-04-26,55,0.111948227566889,0
"WR10029885",4,"M",2019-12-06,48,0.118709552786632,0
"WR10043381",16,"F",2020-03-02,42,0.413406742007148,0
"WR10045694",16,"F",2020-04-04,55,0.0900222157828649,0
"WR10028276",12,"F",2019-07-25,59,0.0585337583309186,1
"WR10025730",1,"F",2018-10-28,59,0.187288708586883,1
"WR10046374",16,"F",2018-01-10,43,0.0675166618371486,0
"WR10047821",1,"M",2019-05-14,52,0.149232106635758,0
"WR10038084",1,"M",2018-02-13,23,0.0394088669950739,1
"WR10035814",16,"U",2019-03-13,65,0.0343861682604076,1
"WR10038371",12,"F",2019-10-25,45,0.0911813001062494,0
"WR10026526",4,"F",2019-03-29,56,0.405679513184584,1
"WR10009379",1,"F",2019-08-20,30,0.00936926494735825,1
"WR10022661",1,"M",2020-05-05,30,0.149715058437168,0
"WR10049052",12,"M",2020-01-04,51,0.373611513570946,0
"WR10029380",4,"M",2018-11-08,56,0.0677098425577127,0
"WR10039544",4,"U",2020-06-21,56,0.40596928426543,0
